"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.1.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.1/plexus-utils-1.1.jar,"","",49e112a6c1ad24962643ef9494f9cbe1,fa632b7f1cb7c50963d0fb7d818ca93c75c10127,pkg:maven/org.codehaus.plexus/plexus-utils@1.1,cpe:2.3:a:plexus-utils_project:plexus-utils:1.1:*:*:*:*:*:*:*,Directory traversal in org.codehaus.plexus.util.Expand,"","> org.codehaus.plexus.util.Expand does not guard against directory traversal, but such protection is generally expected from unarchiving tools. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/4)",OSSINDEX,"","","","","","",HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.1.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.1/plexus-utils-1.1.jar,"","",49e112a6c1ad24962643ef9494f9cbe1,fa632b7f1cb7c50963d0fb7d818ca93c75c10127,pkg:maven/org.codehaus.plexus/plexus-utils@1.1,cpe:2.3:a:plexus-utils_project:plexus-utils:1.1:*:*:*:*:*:*:*,Possible XML Injection,"","> `org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment(XMLWriter, String, int, int, int)` does not check if the comment includes a `""-->""` sequence.  This means that text contained in the command string could be interpreted as XML, possibly leading to XML injection issues, depending on how this method is being called. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/3)",OSSINDEX,"","","","","","",HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.5.1.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.1/plexus-utils-1.5.1.jar,"","",2a666534a425add50d017d4aa06a6fca,342d1eb41a2bc7b52fa2e54e9872463fc86e2650,pkg:maven/org.codehaus.plexus/plexus-utils@1.5.1,cpe:2.3:a:plexus-utils_project:plexus-utils:1.5.1:*:*:*:*:*:*:*,CVE-2017-1000487,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Plexus-utils before 3.0.16 is vulnerable to command injection because it does not correctly process the contents of double quoted strings.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,24
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.5.1.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.1/plexus-utils-1.5.1.jar,"","",2a666534a425add50d017d4aa06a6fca,342d1eb41a2bc7b52fa2e54e9872463fc86e2650,pkg:maven/org.codehaus.plexus/plexus-utils@1.5.1,cpe:2.3:a:plexus-utils_project:plexus-utils:1.5.1:*:*:*:*:*:*:*,Directory traversal in org.codehaus.plexus.util.Expand,"","> org.codehaus.plexus.util.Expand does not guard against directory traversal, but such protection is generally expected from unarchiving tools. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/4)",OSSINDEX,"","","","","","",HIGH,24
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.5.1.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.1/plexus-utils-1.5.1.jar,"","",2a666534a425add50d017d4aa06a6fca,342d1eb41a2bc7b52fa2e54e9872463fc86e2650,pkg:maven/org.codehaus.plexus/plexus-utils@1.5.1,cpe:2.3:a:plexus-utils_project:plexus-utils:1.5.1:*:*:*:*:*:*:*,Possible XML Injection,"","> `org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment(XMLWriter, String, int, int, int)` does not check if the comment includes a `""-->""` sequence.  This means that text contained in the command string could be interpreted as XML, possibly leading to XML injection issues, depending on how this method is being called. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/3)",OSSINDEX,"","","","","","",HIGH,24
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.5.15.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.15/plexus-utils-1.5.15.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and more.","",fe1f47086bd28e34b84150b702e1d953,c689598ce1eb94c304817877ed15911099972526,pkg:maven/org.codehaus.plexus/plexus-utils@1.5.15,cpe:2.3:a:plexus-utils_project:plexus-utils:1.5.15:*:*:*:*:*:*:*,CVE-2017-1000487,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Plexus-utils before 3.0.16 is vulnerable to command injection because it does not correctly process the contents of double quoted strings.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.5.15.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.15/plexus-utils-1.5.15.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and more.","",fe1f47086bd28e34b84150b702e1d953,c689598ce1eb94c304817877ed15911099972526,pkg:maven/org.codehaus.plexus/plexus-utils@1.5.15,cpe:2.3:a:plexus-utils_project:plexus-utils:1.5.15:*:*:*:*:*:*:*,Directory traversal in org.codehaus.plexus.util.Expand,"","> org.codehaus.plexus.util.Expand does not guard against directory traversal, but such protection is generally expected from unarchiving tools. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/4)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-1.5.15.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.15/plexus-utils-1.5.15.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and more.","",fe1f47086bd28e34b84150b702e1d953,c689598ce1eb94c304817877ed15911099972526,pkg:maven/org.codehaus.plexus/plexus-utils@1.5.15,cpe:2.3:a:plexus-utils_project:plexus-utils:1.5.15:*:*:*:*:*:*:*,Possible XML Injection,"","> `org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment(XMLWriter, String, int, int, int)` does not check if the comment includes a `""-->""` sequence.  This means that text contained in the command string could be interpreted as XML, possibly leading to XML injection issues, depending on how this method is being called. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/3)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-2.0.5.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and more.","",2cdd259db323d528c7c4ee7dfb1c6d4d,7841ba10ea46c9611ce702c3833ff9fccc8ae6eb,pkg:maven/org.codehaus.plexus/plexus-utils@2.0.5,cpe:2.3:a:plexus-utils_project:plexus-utils:2.0.5:*:*:*:*:*:*:*,CVE-2017-1000487,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Plexus-utils before 3.0.16 is vulnerable to command injection because it does not correctly process the contents of double quoted strings.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-2.0.5.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and more.","",2cdd259db323d528c7c4ee7dfb1c6d4d,7841ba10ea46c9611ce702c3833ff9fccc8ae6eb,pkg:maven/org.codehaus.plexus/plexus-utils@2.0.5,cpe:2.3:a:plexus-utils_project:plexus-utils:2.0.5:*:*:*:*:*:*:*,Directory traversal in org.codehaus.plexus.util.Expand,"","> org.codehaus.plexus.util.Expand does not guard against directory traversal, but such protection is generally expected from unarchiving tools. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/4)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-2.0.5.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and more.","",2cdd259db323d528c7c4ee7dfb1c6d4d,7841ba10ea46c9611ce702c3833ff9fccc8ae6eb,pkg:maven/org.codehaus.plexus/plexus-utils@2.0.5,cpe:2.3:a:plexus-utils_project:plexus-utils:2.0.5:*:*:*:*:*:*:*,Possible XML Injection,"","> `org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment(XMLWriter, String, int, int, int)` does not check if the comment includes a `""-->""` sequence.  This means that text contained in the command string could be interpreted as XML, possibly leading to XML injection issues, depending on how this method is being called. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/3)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-3.0.15.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/3.0.15/plexus-utils-3.0.15.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",059bd8371fdb053bc30eddd7c3965c10,519b3f1fc84d3387c61a8c8e6235daf89aea4168,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.15,cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.15:*:*:*:*:*:*:*,CVE-2017-1000487,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Plexus-utils before 3.0.16 is vulnerable to command injection because it does not correctly process the contents of double quoted strings.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-3.0.15.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/3.0.15/plexus-utils-3.0.15.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",059bd8371fdb053bc30eddd7c3965c10,519b3f1fc84d3387c61a8c8e6235daf89aea4168,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.15,cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.15:*:*:*:*:*:*:*,Directory traversal in org.codehaus.plexus.util.Expand,"","> org.codehaus.plexus.util.Expand does not guard against directory traversal, but such protection is generally expected from unarchiving tools. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/4)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-3.0.15.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/3.0.15/plexus-utils-3.0.15.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",059bd8371fdb053bc30eddd7c3965c10,519b3f1fc84d3387c61a8c8e6235daf89aea4168,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.15,cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.15:*:*:*:*:*:*:*,Possible XML Injection,"","> `org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment(XMLWriter, String, int, int, int)` does not check if the comment includes a `""-->""` sequence.  This means that text contained in the command string could be interpreted as XML, possibly leading to XML injection issues, depending on how this method is being called. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/3)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-3.0.20.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/3.0.20/plexus-utils-3.0.20.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",938c786f2aca49b44b0cbfd39db51c5a,e121ed37af8ee3928952f6d8a303de24e019aab0,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.20,cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.20:*:*:*:*:*:*:*,Directory traversal in org.codehaus.plexus.util.Expand,"","> org.codehaus.plexus.util.Expand does not guard against directory traversal, but such protection is generally expected from unarchiving tools. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/4)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",plexus-utils-3.0.20.jar,/src/.m2/repository/org/codehaus/plexus/plexus-utils/3.0.20/plexus-utils-3.0.20.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",938c786f2aca49b44b0cbfd39db51c5a,e121ed37af8ee3928952f6d8a303de24e019aab0,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.20,cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.20:*:*:*:*:*:*:*,Possible XML Injection,"","> `org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment(XMLWriter, String, int, int, int)` does not check if the comment includes a `""-->""` sequence.  This means that text contained in the command string could be interpreted as XML, possibly leading to XML injection issues, depending on how this method is being called. >  > -- [github.com](https://github.com/codehaus-plexus/plexus-utils/issues/3)",OSSINDEX,"","","","","","",HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",snakeyaml-1.17.jar,/src/.m2/repository/org/yaml/snakeyaml/1.17/snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*,CVE-2017-18640,CWE-776 Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The Alias feature in SnakeYAML 1.18 allows entity expansion during a load operation, a related issue to CVE-2003-1564.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,27
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2016-9878,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"An issue was discovered in Pivotal Spring Framework before 3.2.18, 4.2.x before 4.2.9, and 4.3.x before 4.3.5. Paths provided to the ResourceServlet were not properly sanitized and as a result exposed to directory traversal attacks.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2017-8046,CWE-20 Improper Input Validation,"Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2018-1196,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"Spring Boot supports an embedded launch script that can be used to easily run the application as a systemd or init.d linux service. The script included with Spring Boot 1.5.9 and earlier and 2.0.0.M1 through 2.0.0.M7 is susceptible to a symlink attack which allows the ""run_user"" to overwrite and take ownership of any file on the same system. In order to instigate the attack, the application must be installed as a service and the ""run_user"" requires shell access to the server. Spring Boot application that are not installed as a service, or are not using the embedded launch script are not susceptible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2018-1270,CWE-358 Improperly Implemented Security Check for Standard,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2018-1271,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to configure Spring MVC to serve static resources (e.g. CSS, JS, images). When static resources are served from a file system on Windows (as opposed to the classpath, or the ServletContext), a malicious user can send a request using a specially crafted URL that can lead a directory traversal attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2018-1272,NVD-CWE-noinfo,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, provide client-side support for multipart requests. When Spring MVC or Spring WebFlux server application (server A) receives input from a remote client, and then uses that input to make a multipart request to another server (server B), it can be exposed to an attack, where an extra multipart is inserted in the content of the request from server A, causing server B to use the wrong value for a part it expects. This could to lead privilege escalation, for example, if the part content represents a username or user roles.",NVD,MEDIUM,6.0,/AV:N/AC:M/Au:S/C:P/I:P/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar,Spring Boot + Apache Cassandra example app,"",20c7a9dad5d718551bd4641e4101652b,892c46797b33cfea8d3565f5b13819fa1c83bb30,pkg:maven/com.devops/spring-boot-cassandra@0.0.1-SNAPSHOT,"cpe:2.3:a:pivotal_software:spring_boot:0.0.1:snapshot:*:*:*:*:*:*, cpe:2.3:a:pivotal_software:spring_framework:0.0.1:snapshot:*:*:*:*:*:*",CVE-2021-26987,NVD-CWE-noinfo,"Element Plug-in for vCenter Server incorporates SpringBoot Framework. SpringBoot Framework versions prior to 1.3.2 are susceptible to a vulnerability which when successfully exploited could lead to Remote Code Execution. All versions of Element Plug-in for vCenter Server, Management Services versions prior to 2.17.56 and Management Node versions through 12.2 contain vulnerable versions of SpringBoot Framework.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: guava-19.0.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/guava-19.0.jar,"Guava is a suite of core and expanded libraries that include     utility classes, google's collections, io classes, and much     much more.      Guava has only one code dependency - javax.annotation,     per the JSR-305 spec.",http://www.apache.org/licenses/LICENSE-2.0.txt,43bfc49bdc7324f6daaa60c1ee9f3972,6ce200f6b23222af3d8abb6b6459e6c44f4bb0e9,pkg:maven/com.google.guava/guava@19.0,cpe:2.3:a:google:guava:19.0:*:*:*:*:*:*:*,CVE-2018-10237,CWE-770 Allocation of Resources Without Limits or Throttling,"Unbounded memory allocation in Google Guava 11.0 through 24.x before 24.1.1 allows remote attackers to conduct denial of service attacks against servers that depend on this library and deserialize attacker-provided data, because the AtomicDoubleArray class (when serialized with Java serialization) and the CompoundOrdering class (when serialized with GWT serialization) perform eager allocation without appropriate checks on what a client has sent and whether the data size is reasonable.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,19
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: guava-19.0.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/guava-19.0.jar,"Guava is a suite of core and expanded libraries that include     utility classes, google's collections, io classes, and much     much more.      Guava has only one code dependency - javax.annotation,     per the JSR-305 spec.",http://www.apache.org/licenses/LICENSE-2.0.txt,43bfc49bdc7324f6daaa60c1ee9f3972,6ce200f6b23222af3d8abb6b6459e6c44f4bb0e9,pkg:maven/com.google.guava/guava@19.0,cpe:2.3:a:google:guava:19.0:*:*:*:*:*:*:*,CVE-2020-8908,CWE-732 Incorrect Permission Assignment for Critical Resource,"A temp directory creation vulnerability exists in all versions of Guava, allowing an attacker with access to the machine to potentially access data in a temporary directory created by the Guava API com.google.common.io.Files.createTempDir(). By default, on unix-like systems, the created directory is world-readable (readable by an attacker with access to the system). The method in question has been marked @Deprecated in versions 30.0 and later and should not be used. For Android developers, we recommend choosing a temporary directory API provided by Android, such as context.getCacheDir(). For other Java developers, we recommend migrating to the Java 7 API java.nio.file.Files.createTempDirectory() which explicitly configures permissions of 700, or configuring the Java runtime's java.io.tmpdir system property to point to a location whose permissions are appropriately configured.",NVD,LOW,2.1,/AV:L/AC:L/Au:N/C:P/I:N/A:N,LOW,3.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,HIGH,19
